LO-ID,Subject,S-ID,Topic,T-ID,Start Learning Objective,Learning Objective Verb,Content Learning Objective ,"Level
(Bloom)",BA,MA,ECR,DS,FK,CK,PK,MK,Complete Learning Objective
01_001_0133,Fundamental and comprehensive concepts,01,FAIR principles,01_007,Learners are able to,carry out,didactic scenarios on the topic of FAIR principles.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on the topic of FAIR principles.
01_001_0134,Fundamental and comprehensive concepts,01,FAIR principles,01_007,Learners are able to,design,consultancy scenarios on the topic of FAIR principles.,6,,,,x,x,x,x,x,Learners are able to design consultancy scenarios on the topic of FAIR principles.
01_001_0135,Fundamental and comprehensive concepts,01,FAIR principles,01_008,Learners are able to,carry out,consultancy on the topic of FAIR principles.,3,,,,x,x,x,x,,Learners are able to carry out consultancy on the topic of FAIR principles.
01_001_0136,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,name,the principles of Open Science.,1,x,x,x,x,x,,,,Learners are able to name the principles of Open Science.
01_001_0137,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,explain,the principles of Open Science.,2,x,x,x,x,x,x,,,Learners are able to explain the principles of Open Science.
01_001_0138,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,name,the goals of Open Science.,1,x,x,x,x,x,,,,Learners are able to name the goals of Open Science.
01_001_0139,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,explain,the goals of Open Science.,2,x,x,x,x,x,x,,,Learners are able to explain the goals of Open Science.
01_001_0140,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,name,the different dimensions of Open Science.,1,x,x,x,x,x,,,,Learners are able to name the different dimensions of Open Science.
01_001_0141,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,explain,the different dimensions of Open Science.,2,,x,x,x,x,x,,,Learners are able to explain the different dimensions of Open Science.
01_001_0142,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,name,the relevance of Open Science for science and society.,1,x,x,x,x,x,,,,Learners are able to name the relevance of Open Science for science and society.
01_001_0143,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,explain,the relevance of Open Science for science and society.,2,,x,x,x,x,x,,,Learners are able to explain the relevance of Open Science for science and society.
01_001_0144,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,discuss,the relevance of Open Science for science and society.,4,,x,x,x,x,x,x,x,Learners are able to discuss the relevance of Open Science for science and society.
01_001_0145,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,explain,the difference between FAIR and Open.,2,x,x,x,x,x,x,,,Learners are able to explain the difference between FAIR and Open.
01_001_0146,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,name,guidelines and legal framework for Open Science.,1,,x,x,x,x,,,,Learners are able to name guidelines and legal framework for Open Science.
01_001_0147,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,explain,guidelines and legal framework for Open Science.,2,,,x,x,x,x,,,Learners are able to explain guidelines and legal framework for Open Science.
01_001_0148,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,name,platforms for open science publications.,1,,,x,x,x,,,,Learners are able to name platforms for open science publications.
01_001_0149,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,name,platforms for searching open data.,1,x,x,x,x,x,,,,Learners are able to name platforms for searching open data.
01_001_0150,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,name,open publication channels.,1,x,x,x,x,x,,,,Learners are able to name open publication channels.
01_001_0151,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,explain,open publication channels.,2,x,x,x,x,x,x,,,Learners are able to explain open publication channels.
01_001_0152,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,apply,open publication channels.,3,,x,x,x,x,x,x,,Learners are able to apply open publication channels.
01_001_0153,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,explain,differences between open and closed publication channels.,2,x,x,x,x,x,x,,,Learners are able to explain differences between open and closed publication channels.
01_001_0154,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,carry out,a search for open data under guidance.,3,x,x,x,x,x,x,x,,Learners are able to carry out a search for open data under guidance.
01_001_0155,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,carry out,a search for open data independently.,3,,x,x,x,x,x,x,,Learners are able to carry out a search for open data independently.
01_001_0156,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,name,requirements for making research data openly accessible.,1,,x,x,x,x,,,,Learners are able to name requirements for making research data openly accessible.
01_001_0157,Fundamental and comprehensive concepts,01,"Open Science (Data, Source, etc.)",01_008,Learners are able to,explain,the application of open science practices in research.,2,,,x,x,x,x,,,Learners are able to explain the application of open science practices in research.
