LZ-ID;Themencluster;Cl-ID;Thema;Th-ID;Lernziel Start;Lernziele Inhalt;Lernziel Verb;Stufe (Bloom);BA;MA;ECR;DS;SK;MK;SeK;SoK;Lernziel komplett;;
01_005_0088;Grundlegende und übergreifende Konzepte;01;Forschungsdatenlebenszyklus;01_005;Lernende können;didaktische Szenarien zum Forschungsdatenlebenszyklus;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Forschungsdatenlebenszyklus konzipieren.;;
01_005_0089;Grundlegende und übergreifende Konzepte;01;Forschungsdatenlebenszyklus;01_005;Lernende können;didaktische Szenarien zum Forschungsdatenlebenszyklus;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zum Forschungsdatenlebenszyklus durchführen.;;
01_005_0090;Grundlegende und übergreifende Konzepte;01;Forschungsdatenlebenszyklus;01_005;Lernende können;Beratungsszenarien zum Forschungsdatenlebenszyklus;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungsszenarien zum Forschungsdatenlebenszyklus konzipieren.;;
01_005_0091;Grundlegende und übergreifende Konzepte;01;Forschungsdatenlebenszyklus;01_005;Lernende können;Beratungsszenarien zum Forschungsdatenlebenszyklus;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungsszenarien zum Forschungsdatenlebenszyklus durchführen.;;
01_006_0092;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;Bestandteile eines Datenmanagementplans;benennen.;1;x;x;x;x;x;;;;Lernende können Bestandteile eines Datenmanagementplans benennen.;;
01_006_0093;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;Bestandteile eines Datenmanagementplans;erläutern.;2; x; x; x; x;x;;;;Lernende können Bestandteile eines Datenmanagementplans erläutern.;;
01_006_0094;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;die Relevanz eines Datenmanagementplans;erläutern.;2;x;x;x;x;x;;;;Lernende können die Relevanz eines Datenmanagementplans erläutern.;;
01_006_0095;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;die Relevanz eines Datenmanagementplans;diskutieren.;4;;;x;x;x;x;x;x;Lernende können die Relevanz eines Datenmanagementplans diskutieren.;;
01_006_0096;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;den Nutzen eines Datenmanagementplans;erläutern.;2;x;x;x;x;x;;;;Lernende können den Nutzen eines Datenmanagementplans erläutern.;;
01_006_0097;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;den Nutzen eines Datenmanagementplans;diskutieren.;4;x;x;x;x;x;x;x;x;Lernende können den Nutzen eines Datenmanagementplans diskutieren.;;
01_006_0098;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;die Anforderungen verschiedener Förderinstitutionen im Hinblick auf Datenmanagementpläne;benennen.;1;;;x;x;x;;;;Lernende können die Anforderungen verschiedener Förderinstitutionen im Hinblick auf Datenmanagementpläne benennen.;;
01_006_0099;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;die Anforderungen verschiedener Förderinstitutionen im Hinblick auf Datenmanagementpläne;erläutern.;2;;;x;x;x;;;;Lernende können die Anforderungen verschiedener Förderinstitutionen im Hinblick auf Datenmanagementpläne erläutern.;;
01_006_0100;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;Begutachtungskriterien im Hinblick auf Datenmanagementpläne;benennen.;1;;;x;x;x;;;;Lernende können Begutachtungskriterien im Hinblick auf Datenmanagementpläne benennen.;;
01_006_0101;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;Begutachtungskriterien im Hinblick auf Datenmanagementpläne;erläutern.;2;;;x;x;x;;;;Lernende können Begutachtungskriterien im Hinblick auf Datenmanagementpläne erläutern.;;
01_006_0102;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;geeignete Softwares zum Erstellen von Datenmanagementplänen;benennen.;1;x;x;x;x;x;;;;Lernende können geeignete Softwares zum Erstellen von Datenmanagementplänen benennen.;;
01_006_0103;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;Funktionen geeigneter Softwares zum Erstellen von Datenmanagementplänen;erläutern.;2;;;x;x;x;;;;Lernende können Funktionen geeigneter Softwares zum Erstellen von Datenmanagementplänen erläutern.;;
01_006_0104;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;geeignete Softwares zum Erstellen von Datenmanagementplänen;anwenden.;3;;;x;x;x;x;;;Lernende können geeignete Softwares zum Erstellen von Datenmanagementplänen anwenden.;;
01_006_0105;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;unter Anleitung einen Datenmanagementplan;entwickeln.;6;x;x;x;x;x;x;;;Lernende können unter Anleitung einen Datenmanagementplan entwickeln.;;
01_006_0106;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;eigenständig einen Datenmanagementplan;entwickeln.;6;;;x;x;x;x;x;;Lernende können eigenständig einen Datenmanagementplan entwickeln.;;
01_006_0107;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;einen Datenmanagementplan im Hinblick auf die Einhaltung von Förderrichtlinien;bewerten.;5;;;x;x;x;x;;;Lernende können einen Datenmanagementplan im Hinblick auf die Einhaltung von Förderrichtlinien bewerten.;;
01_006_0108;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;eigenständig Vorlagen für Datenmanagementpläne;konzipieren.;6;;;x;x;x;x;;;Lernende können eigenständig Vorlagen für Datenmanagementpläne konzipieren.;;
01_006_0109;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;Best Practice-Beispiele für die Verwendung von Datenmanagementplänen aus Sicht von Forschenden;benennen.;1;;;;x;x;;;;Lernende können Best Practice-Beispiele für die Verwendung von Datenmanagementplänen aus Sicht von Forschenden benennen.;;
01_006_0110;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;Best Practice-Beispiele für die Verwendung von Datenmanagementplänen aus Sicht von Forschenden;erläutern.;2;;;;x;x;;;;Lernende können Best Practice-Beispiele für die Verwendung von Datenmanagementplänen aus Sicht von Forschenden erläutern.;;
01_006_0111;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;die nationalen und internationalen Perspektiven in Bezug auf einen Datenmanagementplan;erläutern.;2;;;;x;x;;;;Lernende können die nationalen und internationalen Perspektiven in Bezug auf einen Datenmanagementplan erläutern.;;
01_006_0112;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;relevante (nationale und internationale) Arbeitsgruppen zu DPMs;benennen.;1;;;;x;x;;;;Lernende können relevante (nationale und internationale) Arbeitsgruppen zu DPMs benennen.;;
01_006_0113;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;didaktische Szenarien zum Thema Datenmanagementplan;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema Datenmanagementplan konzipieren.;;
01_006_0114;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;didaktische Szenarien zum Thema Datenmanagementplan;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Datenmanagementplan durchführen.;;
01_006_0115;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;Beratungsszenarien zum Thema Datenmanagementplan;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungsszenarien zum Thema Datenmanagementplan konzipieren.;;
01_006_0116;Grundlegende und übergreifende Konzepte;01;Datenmanagementplan;01_006;Lernende können;Beratungsszenarien zum Thema Datenmanagementplan;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungsszenarien zum Thema Datenmanagementplan durchführen.;;
01_007_0117;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;die FAIR-Prinzipien;benennen.;1;x;x;x;x;x;;;;Lernende können die FAIR-Prinzipien benennen.;;
01_007_0118;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;die FAIR-Prinzipien;erläutern.;2;x;x;x;x;x;;;;Lernende können die FAIR-Prinzipien erläutern.;;
01_007_0119;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;die Relevanz der FAIR-Prinzipien für das Forschungsdatenmanagement (FDM);erläutern.;2;x;x;x;x;x;;;;Lernende können die Relevanz der FAIR-Prinzipien für das Forschungsdatenmanagement (FDM) erläutern.;;
01_007_0120;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;die Relevanz der FAIR-Prinzipien für das Forschungsdatenmanagement (FDM);diskutieren.;4;x;x;x;x;x;x;x;x;Lernende können die Relevanz der FAIR-Prinzipien für das Forschungsdatenmanagement (FDM) diskutieren.;;
01_007_0121;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;geeignete Technologien zur Unterstützung der Anwendung der FAIR-Prinzipien;benennen.;1;;;;x;x;;;;Lernende können geeignete Technologien zur Unterstützung der Anwendung der FAIR-Prinzipien benennen.;;
01_007_0122;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;geeignete Technologien zur Unterstützung der Anwendung der FAIR-Prinzipien;erläutern.;2;;;;x;x;;;;Lernende können geeignete Technologien zur Unterstützung der Anwendung der FAIR-Prinzipien erläutern.;;
01_007_0123;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;Maßnahmen zur Implementierung der FAIR-Prinzipien unter Anleitung;anwenden.;3;x;x;x;x;x;x;;;Lernende können Maßnahmen zur Implementierung der FAIR-Prinzipien unter Anleitung anwenden.;;
01_007_0124;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;Maßnahmen zur Implementierung der FAIR-Prinzipien eigenständig;anwenden.;3;;x;x;x;x;x;;;Lernende können Maßnahmen zur Implementierung der FAIR-Prinzipien eigenständig anwenden.;;
01_007_0125;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;eigene Datenmanagementpraktiken im Kontext der FAIR-Prinzipien;analysieren.;4;;x;x;x;x;x;x;;Lernende können eigene Datenmanagementpraktiken im Kontext der FAIR-Prinzipien analysieren.;;
01_007_0126;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;eigene Datenmanagementpraktiken im Kontext der FAIR-Prinzipien;diskutieren.;4;;;x;x;x;x;x;x;Lernende können eigene Datenmanagementpraktiken im Kontext der FAIR-Prinzipien diskutieren.;;
01_007_0127;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;eigene Datenmanagementpraktiken im Kontext der FAIR-Prinzipien;bewerten.;5;;;x;x;x;x;x;;Lernende können eigene Datenmanagementpraktiken im Kontext der FAIR-Prinzipien bewerten.;;
01_007_0128;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;Daten im Hinblick auf die FAIR-Prinzipien;bewerten.;5;x;x;x;x;x;x;;;Lernende können Daten im Hinblick auf die FAIR-Prinzipien bewerten.;;
01_007_0129;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;Schwierigkeiten bei der Umsetzung der FAIR-Prinzipien;benennen.;1;;;x;x;x;;;;Lernende können Schwierigkeiten bei der Umsetzung der FAIR-Prinzipien benennen.;;
01_007_0130;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;Schwierigkeiten bei der Umsetzung der FAIR-Prinzipien;erläutern.;2;;;x;x;x;;;;Lernende können Schwierigkeiten bei der Umsetzung der FAIR-Prinzipien erläutern.;;
01_007_0131;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;Schwierigkeiten bei der Umsetzung der FAIR-Prinzipien;diskutieren.;4;;;x;x;x;x;x;x;Lernende können Schwierigkeiten bei der Umsetzung der FAIR-Prinzipien diskutieren.;;
01_007_0132;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;didaktische Szenarien zum Thema FAIR-Prinzipien;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema FAIR-Prinzipien konzipieren.;;
01_007_0133;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;didaktische Szenarien zum Thema FAIR-Prinzipien;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema FAIR-Prinzipien durchführen.;;
01_007_0134;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;Beratungsszenarien zum Thema FAIR-Prinzipien;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungsszenarien zum Thema FAIR-Prinzipien konzipieren.;;
01_007_0135;Grundlegende und übergreifende Konzepte;01;FAIR-Prinzipien;01_007;Lernende können;Beratungsszenarien zum Thema FAIR-Prinzipien;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungsszenarien zum Thema FAIR-Prinzipien durchführen.;;
01_008_0136;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;die Prinzipien von Open Science;benennen.;1;x;x;x;x;x;;;;Lernende können die Prinzipien von Open Science benennen.;;
01_008_0137;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;die Prinzipien von Open Science;erläutern.;2;x;x;x;x;x;;;;Lernende können die Prinzipien von Open Science erläutern.;;
01_008_0138;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;die Ziele von Open Science;benennen.;1;x;x;x;x;x;;;;Lernende können die Ziele von Open Science benennen.;;
01_008_0139;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;die Ziele von Open Science;erläutern.;2;x;x;x;x;x;;;;Lernende können die Ziele von Open Science erläutern.;;
01_008_0140;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;die verschiedenen Dimensionen von Open Science;benennen.;1;x;x;x;x;x;;;;Lernende können die verschiedenen Dimensionen von Open Science benennen.;;
01_008_0141;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;die verschiedenen Dimensionen von Open Science;erläutern.;2;;x;x;x;x;;;;Lernende können die verschiedenen Dimensionen von Open Science erläutern.;;
01_008_0142;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;die Relevanz von Open Science für Wissenschaft und Gesellschaft;benennen.;1;x;x;x;x;x;;;;Lernende können die Relevanz von Open Science für Wissenschaft und Gesellschaft benennen.;;
01_008_0143;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;die Relevanz von Open Science für Wissenschaft und Gesellschaft;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz von Open Science für Wissenschaft und Gesellschaft erläutern.;;
01_008_0144;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;die Relevanz von Open Science für Wissenschaft und Gesellschaft;diskutieren.;4;;x;x;x;x;x;x;x;Lernende können die Relevanz von Open Science für Wissenschaft und Gesellschaft diskutieren.;;
01_008_0145;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;den Unterschied zwischen FAIR und Open;erläutern.;2;x;x;x;x;x;;;;Lernende können den Unterschied zwischen FAIR und Open erläutern.;;
01_008_0146;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;Richtlinien und rechtliche Rahmenbedingungen für Open Science;benennen.;1;;x;x;x;x;;;;Lernende können Richtlinien und rechtliche Rahmenbedingungen für Open Science benennen.;;
01_008_0147;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;Richtlinien und rechtliche Rahmenbedingungen für Open Science;erläutern.;2;;;x;x;x;;;;Lernende können Richtlinien und rechtliche Rahmenbedingungen für Open Science erläutern.;;
01_008_0148;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;Plattformen für eine Open Science Veröffentlichung;benennen.;1;;;x;x;x;;;;Lernende können Plattformen für eine Open Science Veröffentlichung benennen.;;
01_008_0149;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;Plattformen für die Recherche nach offenen Daten;benennen.;1;x;x;x;x;x;;;;Lernende können Plattformen für die Recherche nach offenen Daten benennen.;;
01_008_0150;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;offene Publikationswege;benennen.;1;x;x;x;x;x;;;;Lernende können offene Publikationswege benennen.;;
01_008_0151;Grundlegende und übergreifende Konzepte;01;Open (Science, Data, Source...);01_008;Lernende können;offene Publikationswege;erläutern.;2;x;x;x;x;x;;;;Lernende können offene Publikationswege erläutern.;;
